
        AX        AY        AZ         WX        WY        WZ     AngleX    AngleY    AngleZ
      0.05      0.01      0.15       0.00      0.01     -0.01       2.57    -20.12      2.11  
      0.07      0.01      0.14       0.00     -0.01     -0.00       2.64    -20.37      2.09  
      0.05      0.01      0.14      -0.01      0.01     -0.00       2.55    -20.22      2.01  
      0.06      0.01      0.14       0.00     -0.00     -0.00       2.62    -20.27      1.94  
      0.05      0.01      0.15       0.00      0.01     -0.00       2.74    -20.14      1.90  
      0.06      0.01      0.14      -0.00     -0.00     -0.00       2.66    -20.23      1.88  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       2.58    -20.26      1.83  
      0.05      0.01      0.14      -0.00      0.01     -0.00       2.59    -20.09      1.74  
      0.05      0.01      0.14       0.01     -0.00      0.00       2.72    -20.16      1.75  
      0.05      0.01      0.14       0.00      0.01     -0.01       2.78    -20.03      1.59  
      0.05      0.00      0.14      -0.01     -0.00     -0.00       2.67    -20.11      1.58  
      0.05      0.00      0.14      -0.00      0.01     -0.01       2.68    -19.94      1.40  
      0.05      0.01      0.14       0.00     -0.00     -0.00       2.80    -20.02      1.31  
      0.05      0.01      0.14       0.00      0.00     -0.01       2.88    -19.95      1.19  
      0.05      0.01      0.14      -0.00      0.00     -0.01       2.91    -19.82      0.97  
      0.05      0.00      0.14      -0.01     -0.00     -0.01       2.81    -19.91      0.83  
      0.05      0.00      0.14      -0.00      0.01     -0.01       2.84    -19.76      0.59  
      0.06      0.00      0.14       0.01     -0.00     -0.01       3.01    -19.81      0.37  
      0.04      0.01      0.14       0.00      0.01     -0.01       3.17    -19.67      0.12  
      0.05      0.00      0.14      -0.00     -0.00     -0.01       3.20    -19.68     -0.13  
      0.05      0.01      0.14      -0.00      0.00     -0.02       3.27    -19.62     -0.46  
      0.05      0.01      0.14       0.00      0.00     -0.01       3.42    -19.54     -0.74  
      0.05      0.01      0.14       0.00     -0.00     -0.01       3.55    -19.61     -1.03  
      0.04      0.01      0.15       0.00      0.01     -0.02       3.75    -19.37     -1.46  
      0.06      0.01      0.14       0.00     -0.00     -0.02       3.85    -19.46     -1.79  
      0.04      0.01      0.14       0.00      0.00     -0.02       3.99    -19.37     -2.15  
      0.05      0.01      0.14       0.00      0.00     -0.02       4.15    -19.31     -2.61  
      0.05      0.01      0.14      -0.00     -0.00     -0.02       4.25    -19.32     -2.94  
      0.05      0.01      0.14       0.00      0.00     -0.02       4.42    -19.22     -3.42  
      0.06      0.01      0.14       0.00     -0.00     -0.02       4.57    -19.27     -3.82  
      0.04      0.01      0.15       0.00      0.01     -0.02       4.77    -19.07     -4.30  
      0.06      0.01      0.14      -0.00     -0.01     -0.02       4.89    -19.18     -4.75  
      0.04      0.01      0.14       0.00      0.01     -0.03       5.09    -18.99     -5.27  
      0.05      0.01      0.14       0.00     -0.00     -0.02       5.28    -18.97     -5.80  
      0.05      0.01      0.14       0.00     -0.00     -0.02       5.48    -18.98     -6.30  
      0.05      0.01      0.15       0.00      0.01     -0.03       5.70    -18.78     -6.92  
      0.06      0.01      0.14      -0.00     -0.01     -0.02       5.82    -18.89     -7.42  
      0.04      0.01      0.14      -0.00      0.01     -0.03       5.99    -18.63     -8.07  
      0.06      0.01      0.14       0.00     -0.00     -0.03       6.19    -18.70     -8.64  
      0.05      0.01      0.15       0.00      0.01     -0.03       6.46    -18.51     -9.29  
      0.05      0.01      0.14       0.00     -0.00     -0.03       6.71    -18.47     -9.95  
      0.05      0.01      0.14      -0.00      0.00     -0.03       6.84    -18.35    -10.56  
      0.04      0.01      0.15      -0.00      0.01     -0.03       7.01    -18.15    -11.26  
      0.06      0.01      0.14      -0.00     -0.01     -0.03       7.12    -18.24    -11.85  
      0.05      0.02      0.15       0.01      0.01     -0.04       7.47    -17.98    -12.59  
      0.06      0.02      0.14       0.01     -0.01     -0.03       7.81    -18.07    -13.20  
      0.04      0.02      0.15      -0.00      0.01     -0.03       7.96    -17.78    -13.83  
      0.05      0.02      0.14      -0.00     -0.00     -0.03       8.14    -17.72    -14.52  
      0.05      0.02      0.14       0.00     -0.00     -0.03       8.33    -17.73    -15.16  
      0.05      0.02      0.15       0.01      0.00     -0.03       8.64    -17.57    -15.80  
      0.05      0.02      0.15       0.00      0.00     -0.03       8.85    -17.48    -16.42  
      0.05      0.02      0.15      -0.00      0.00     -0.03       9.03    -17.36    -17.11  
      0.06      0.02      0.14      -0.00     -0.00     -0.03       9.14    -17.41    -17.67  
      0.04      0.02      0.15       0.00      0.01     -0.03       9.34    -17.17    -18.31  
      0.05      0.02      0.15       0.00     -0.00     -0.03       9.56    -17.11    -18.95  
      0.05      0.02      0.14      -0.00     -0.01     -0.03       9.68    -17.16    -19.51  
      0.05      0.02      0.15       0.00      0.01     -0.03       9.95    -16.94    -20.13  
      0.05      0.02      0.15       0.00     -0.00     -0.03      10.13    -16.88    -20.71  
      0.05      0.02      0.15      -0.00     -0.00     -0.02      10.25    -16.85    -21.21  
      0.05      0.02      0.15      -0.00      0.00     -0.03      10.38    -16.77    -21.72  
      0.05      0.02      0.15      -0.00     -0.00     -0.02      10.45    -16.72    -22.16  
      0.05      0.02      0.14      -0.00     -0.00     -0.02      10.55    -16.69    -22.61  
      0.05      0.02      0.14      -0.00      0.00     -0.02      10.63    -16.59    -23.05  
      0.04      0.02      0.15      -0.00      0.00     -0.02      10.65    -16.49    -23.39  
      0.05      0.02      0.14       0.00     -0.01     -0.02      10.79    -16.55    -23.82  
      0.05      0.02      0.15      -0.00      0.00     -0.02      10.87    -16.46    -24.20  
      0.04      0.02      0.15      -0.00      0.00     -0.02      10.95    -16.31    -24.58  
      0.05      0.02      0.15       0.00     -0.00     -0.02      11.07    -16.36    -24.94  
      0.05      0.02      0.14       0.00     -0.00     -0.02      11.18    -16.33    -25.30  
      0.04      0.02      0.15       0.00      0.00     -0.02      11.29    -16.19    -25.66  
      0.05      0.02      0.14      -0.00     -0.00     -0.02      11.30    -16.23    -25.99  
      0.05      0.02      0.14      -0.00     -0.00     -0.02      11.35    -16.19    -26.39  
      0.05      0.02      0.15       0.00      0.00     -0.02      11.44    -16.06    -26.82  
      0.04      0.02      0.15      -0.00     -0.00     -0.02      11.44    -16.00    -27.22  
      0.05      0.03      0.15       0.00     -0.00     -0.03      11.61    -15.94    -27.76  
      0.04      0.03      0.15       0.00      0.00     -0.03      11.83    -15.78    -28.26  
      0.04      0.03      0.15       0.01     -0.00     -0.03      12.07    -15.73    -28.81  
      0.05      0.03      0.15       0.01     -0.00     -0.04      12.38    -15.66    -29.55  
      0.04      0.03      0.15       0.00      0.00     -0.03      12.62    -15.46    -30.22  
      0.04      0.03      0.15       0.00     -0.00     -0.03      12.86    -15.38    -30.76  
      0.05      0.03      0.15       0.01     -0.00     -0.03      13.15    -15.32    -31.48  
      0.04      0.03      0.15       0.00      0.00     -0.04      13.44    -15.16    -32.26  
      0.04      0.03      0.15       0.00      0.00     -0.04      13.67    -14.97    -33.06  
      0.04      0.03      0.15      -0.00      0.00     -0.04      13.82    -14.80    -33.76  
      0.05      0.03      0.15      -0.00     -0.00     -0.04      13.90    -14.71    -34.51  
      0.04      0.03      0.15      -0.00      0.00     -0.04      14.05    -14.45    -35.33  
      0.04      0.03      0.15      -0.00     -0.00     -0.04      14.19    -14.30    -36.17  
      0.04      0.03      0.15      -0.00     -0.00     -0.04      14.38    -14.13    -37.00  
      0.04      0.03      0.15       0.00     -0.00     -0.04      14.62    -13.94    -37.89  
      0.04      0.04      0.15      -0.00     -0.00     -0.05      14.80    -13.74    -38.83  
      0.04      0.04      0.15       0.00      0.00     -0.05      15.02    -13.50    -39.77  
      0.04      0.04      0.15       0.00     -0.00     -0.04      15.28    -13.37    -40.68  
      0.04      0.04      0.15       0.00     -0.00     -0.05      15.58    -13.16    -41.62  
      0.04      0.04      0.15      -0.00     -0.00     -0.05      15.78    -12.95    -42.56  
      0.04      0.04      0.15      -0.01     -0.00     -0.05      15.82    -12.72    -43.49  
      0.04      0.04      0.15      -0.00     -0.00     -0.05      15.92    -12.51    -44.42  
      0.04      0.04      0.15       0.00     -0.00     -0.05      16.15    -12.34    -45.37  
      0.04      0.04      0.15       0.00     -0.00     -0.05      16.41    -12.12    -46.36  
      0.04      0.04      0.15       0.00     -0.00     -0.05      16.62    -11.86    -47.37  
      0.04      0.04      0.15      -0.00     -0.00     -0.05      16.76    -11.62    -48.35  
      0.04      0.04      0.15      -0.00     -0.01     -0.05      16.91    -11.48    -49.28  
      0.04      0.04      0.15       0.00     -0.00     -0.05      17.12    -11.23    -50.29  
      0.04      0.04      0.15      -0.00     -0.00     -0.05      17.23    -10.99    -51.27  
      0.03      0.04      0.15      -0.00     -0.00     -0.05      17.37    -10.77    -52.25  
      0.03      0.04      0.15       0.00     -0.00     -0.05      17.59    -10.54    -53.26  
      0.03      0.04      0.15       0.00     -0.00     -0.05      17.81    -10.32    -54.32  
      0.03      0.05      0.15       0.00     -0.00     -0.06      18.06    -10.07    -55.42  
      0.03      0.05      0.15       0.00     -0.00     -0.05      18.28     -9.78    -56.42  
      0.03      0.04      0.15      -0.00     -0.00     -0.05      18.41     -9.57    -57.35  
      0.03      0.05      0.15       0.00     -0.01     -0.05      18.64     -9.40    -58.40  
      0.04      0.05      0.15       0.01     -0.01     -0.06      18.93     -9.19    -59.53  
      0.03      0.05      0.15       0.00     -0.00     -0.05      19.13     -8.90    -60.58  
      0.03      0.05      0.15       0.00     -0.00     -0.04      19.31     -8.65    -61.44  
      0.03      0.05      0.15       0.00     -0.00     -0.04      19.47     -8.39    -62.31  
      0.03      0.05      0.15       0.00     -0.01     -0.05      19.64     -8.22    -63.26  
      0.03      0.05      0.15       0.00     -0.00     -0.06      19.79     -7.95    -64.37  
      0.03      0.05      0.15       0.00     -0.00     -0.05      19.94     -7.69    -65.40  
      0.03      0.05      0.15       0.00     -0.01     -0.05      20.14     -7.50    -66.41  
      0.03      0.05      0.15      -0.00     -0.00     -0.05      20.23     -7.23    -67.41  
      0.02      0.05      0.15      -0.00     -0.00     -0.05      20.23     -7.00    -68.36  
      0.02      0.05      0.15      -0.00     -0.00     -0.05      20.30     -6.76    -69.33  
      0.03      0.05      0.15       0.00     -0.01     -0.05      20.48     -6.57    -70.36  
      0.02      0.05      0.15       0.00     -0.00     -0.05      20.64     -6.28    -71.39  
      0.02      0.05      0.15      -0.00     -0.01     -0.05      20.74     -6.05    -72.47  
      0.02      0.05      0.15       0.00     -0.00     -0.05      20.87     -5.77    -73.51  
      0.02      0.05      0.15      -0.00     -0.01     -0.05      20.95     -5.56    -74.47  
      0.02      0.05      0.15       0.00     -0.01     -0.05      21.08     -5.42    -75.48  
      0.02      0.06      0.15       0.00     -0.00     -0.06      21.25     -5.10    -76.58  
      0.02      0.06      0.15       0.00     -0.01     -0.05      21.34     -4.88    -77.62  
      0.02      0.06      0.15       0.00     -0.01     -0.05      21.45     -4.66    -78.56  
      0.02      0.06      0.15       0.00     -0.01     -0.04      21.55     -4.53    -79.42  
      0.02      0.06      0.15       0.00     -0.01     -0.04      21.63     -4.33    -80.28  
      0.02      0.06      0.15       0.00     -0.00     -0.04      21.72     -4.13    -81.15  
      0.02      0.06      0.15       0.00     -0.01     -0.04      21.82     -3.98    -81.92  
      0.02      0.06      0.15       0.00     -0.01     -0.03      21.92     -3.92    -82.58  
      0.02      0.06      0.15       0.00     -0.01     -0.03      22.02     -3.83    -83.17  
      0.01      0.06      0.15       0.00     -0.00     -0.03      22.04     -3.70    -83.74  
      0.02      0.06      0.15       0.00     -0.01     -0.03      22.09     -3.70    -84.28  
      0.02      0.06      0.15       0.01     -0.01     -0.03      22.25     -3.65    -84.85  
